250최고,250최고가대비율,250최고가일,250최저,250최저가대비율,250최저가일,BPS,EPS,EV,PBR,PER,ROE,거래대비,거래량,결산월,고가,기준가,당기순이익,대비기호,대용가,등락율,매출액,상장주식,상한가,시가,시가총액,시가총액비중,신용비율,액면가,액면가단위,연중최고,연중최저,영업이익,예상체결가,예상체결수량,외인소진률,자본금,저가,전일대비,종목명,종목코드,하한가,현재가
+412000,-30.83,20170601,-280500,+1.60,20180405,468849,27784,13.16,0.61,10.26,1.6,+103.86,296,12,+285500,281500,62,2,202680,+1.24,1958,625,+365500,+284500,1780,,+0.06,5000,원,+308500,-280500,172,-0,0,+1.49,31,-281000,+3500,BYC,001460,-197500,+285000
+88600,-15.46,20170424,-59200,+26.52,20170817,17654,583,9.73,4.24,128.47,-0.4,-83.09,98452,12,+75900,74000,100,2,54760,+1.22,17144,21161,+96200,+74100,15850,,+1.02,500,원,+80100,-64600,862,-0,0,+18.81,106,74000,+900,CJ CGV,079160,-51800,+74900
+84500,-28.52,20170801,-58700,+2.90,20180413,58894,8273,,1.03,7.30,15.0,-87.31,89065,12,+60700,59900,6692,2,46720,+0.83,135717,70800,+77800,+60000,42763,,+0.08,500,원,+75500,-58700,8679,-0,0,+48.30,354,-59500,+500,DB손해보험,005830,-42000,+60400
+13350,-12.36,20180205,-9200,+27.17,20171113,21773,1702,,0.54,6.87,8.0,+116.91,425453,12,+11700,11650,3163,2,8850,+0.43,18239,169146,+15100,11650,19790,,+0.15,5000,원,+13350,-10400,4092,-0,0,+62.75,8457,-11500,+50,DGB금융지주,139130,-8200,+11700
+12100,-48.26,20170419,-4125,+51.76,20170926,8780,603,9.88,0.71,10.38,3.9,+116.61,795953,12,+6670,6410,50,5,4480,-2.34,1775,14400,+8330,+6560,901,,+6.58,500,원,+6670,-4725,25,-0,0,+1.49,72,-6140,-150,DSR제강,069730,-4490,-6260
+69200,-12.57,20180112,-46650,+29.69,20170413,74138,5588,,0.82,10.83,10.2,-99.02,1024315,12,+61300,60000,33435,2,46800,+0.83,113825,418112,+78000,+60700,252957,,+0.06,5000,원,+69200,-56100,40153,-0,0,+69.65,20906,-59900,+500,KB금융,105560,-42000,+60500
+7600,-27.76,20170523,-4850,+13.20,20171017,7044,211,3.92,0.78,26.02,3.2,+190.37,83056,12,+5530,5340,94,2,3840,+2.81,3524,22435,+6940,5340,1232,,+1.73,500,원,+6150,-5070,198,-0,0,+3.46,112,5340,+150,KC그린홀딩스,009440,-3740,+5490
+82300,-18.10,20171030,-61900,+8.89,20170417,202798,14995,-3.34,0.33,4.49,1.7,-60.10,3996,12,+68200,67600,-72,5,48670,-0.30,12213,3695,+87800,-67500,2491,,+0.17,5000,원,+76000,-63100,974,-0,0,+8.19,185,-67100,-200,KISCO홀딩스,001940,-47400,-67400
+7830,-6.00,20180319,-6030,+22.06,20180110,4009,436,9.15,1.84,16.88,10.7,-56.34,91056,12,+7430,7340,143,2,5430,+0.27,4037,30625,+9540,+7420,2254,,+0.68,500,원,+7830,-6030,198,-0,0,+3.47,153,-7320,+20,LS전선아시아,229640,-5140,+7360
+8310,-18.89,20170607,-5890,+14.43,20171116,8617,1129,21.74,0.78,5.97,10.4,+197.41,35173,12,+6770,6690,43,2,4540,+0.75,520,7379,+8690,6690,497,,+0.50,500,원,+6880,-5950,81,-0,0,+2.20,46,-6660,+50,MH에탄올,023150,-4690,+6740
+18400,-26.63,20170607,-13100,+3.05,20180411,36293,169,-2.99,0.37,79.88,1.1,+136.78,16412,12,+13750,13550,259,5,10020,-0.37,15082,16304,+17600,13550,2201,,+0.08,500,원,+15950,-13100,606,-0,0,+11.25,84,-13400,-50,S&T홀딩스,036530,-9500,-13500
+288000,-21.88,20170802,-221000,+1.81,20180418,197799,23497,4.95,1.14,9.58,15.4,-80.30,166968,12,+226000,222000,26576,2,173160,+1.35,175200,80746,+288500,+224000,181678,,+0.12,500,원,+281500,-221000,15366,-0,0,+82.85,446,222000,+3000,SK텔레콤,017670,-155500,+225000
+55300,-90.25,20170411,-4290,+25.64,20171221,0,0,4.44,0.00,0.00,-315.8,-93.04,494783,12,+5450,5180,7355,2,0,+4.05,2524,24837,+6730,-5160,1339,,0.00,2500,원,+7250,-4600,302,-0,0,+0.30,621,-5090,+210,STX중공업,071970,-3630,+5390
+5750,-25.48,20170601,-3950,+8.48,20180404,5183,499,5.94,0.83,8.59,4.8,-43.52,60486,12,+4330,4300,91,5,3090,-0.35,3399,32600,+5590,+4330,1397,,+3.00,500,원,+5030,-3950,113,-0,0,+5.72,163,-4255,-15,계양전기,012200,-3010,-4285
+3965,-26.73,20180309,-950,+205.79,20170414,1842,0,,1.58,0.00,-3.3,-63.93,324466,12,2905,2905,-42,3,1850,0.00,190,50694,+3775,2905,1473,,+1.09,1000,원,+3965,-1380,-61,-0,0,+4.11,520,-2815,0,골든브릿지증권,001290,-2035,2905
+17350,-7.49,20171222,-11900,+34.87,20170412,27282,1647,,0.59,9.74,8.0,+128.89,689672,12,+16100,15750,15085,2,12280,+1.90,80760,559979,+20450,15750,89877,,+0.12,5000,원,+17250,-14600,20283,-0,0,+23.43,27999,15750,+300,기업은행,024110,-11050,+16050
+5720,-28.41,20170605,-3805,+7.62,20170926,5548,207,196.60,0.74,19.78,-11.4,-69.33,67637,12,+4095,4040,-222,2,2820,+1.36,6599,37241,+5250,+4075,1525,,+1.16,5000,원,+4550,-4000,-253,-0,0,+2.07,1862,-4015,+55,깨끗한나라,004540,-2830,+4095
+33500,-6.12,20180420,-5900,+433.05,20171226,4150,0,127.86,7.58,0.00,4.1,+617.04,2935680,12,+33500,26050,17,2,16670,+20.73,1156,9826,+33850,+30200,3090,,0.00,5000,원,+33500,-5970,18,-0,0,+0.12,491,+27200,+5400,남광토건,001260,-18250,+31450
+20250,-12.35,20180419,-8440,+110.31,20171123,8004,302,18.44,2.22,58.77,6.6,-41.21,2028276,12,+19400,18900,267,5,13980,-6.08,11224,49679,+24550,+19400,8818,,+1.77,1000,원,+20250,-9990,281,-0,0,+4.81,497,-17400,-1150,남해화학,025860,-13250,-17750
+9750,-8.00,20180420,-5920,+51.52,20180116,6767,866,6.70,1.33,10.36,16.6,-42.09,2683660,12,+9750,8970,186,3,6450,0.00,2232,15400,+11650,+9120,1381,,+1.27,500,원,+9750,-5920,211,-0,0,+0.77,80,-8680,0,다스코,058730,-6280,8970
+13450,-25.28,20170425,-9760,+2.97,20180328,33074,0,,0.30,0.00,-4.7,+169.94,2578,12,10050,10050,-156,3,7230,0.00,947,10822,+13050,-10000,1088,,+0.09,5000,원,+12600,-9760,-131,-0,0,+6.92,541,-9950,0,대구백화점,006370,-7050,10050
+17900,-25.14,20180123,-11150,+20.18,20170412,20490,1027,,0.65,13.05,6.4,-48.41,130485,12,-13450,13500,1159,5,10260,-0.74,4686,50773,+17550,-13450,6804,,+0.63,5000,원,+17900,-12550,1330,-0,0,+26.72,2549,-13300,-100,대신증권,003540,-9450,-13400
+8320,-24.52,20170802,-4790,+31.11,20180212,4888,0,7.44,1.28,0.00,12.1,-37.53,2994387,12,+6370,6320,2579,5,4670,-0.63,117668,415623,+8210,+6370,26101,,+1.69,5000,원,+6370,-4790,4290,-0,0,+11.18,20781,-6100,-40,대우건설,047040,-4430,-6280
+194500,-11.05,20170609,-162000,+6.79,20180108,391655,16283,2.59,0.44,10.62,7.4,-42.30,3084,12,+176000,166500,510,2,123210,+3.90,8108,1690,+216000,+168000,2924,,+0.07,5000,원,+177000,-162000,362,-0,0,+12.82,85,+167000,+6500,대한제분,001130,-117000,+173000
+39500,-15.57,20180129,-29150,+14.41,20171018,22384,0,6.33,1.49,0.00,29.4,-42.45,425452,12,+33600,33400,8019,5,25380,-0.15,120922,94845,+43400,-33100,31631,,+0.75,5000,원,+39500,-30100,9398,-0,0,+34.11,4742,-32700,-50,대한항공,003490,-23400,-33350
+39150,-25.16,20170718,-21250,+37.88,20171222,24834,1220,11.25,1.18,24.02,20.0,-32.53,133887,12,+29400,28950,1092,2,20840,+1.21,15607,24427,+37600,+29200,7157,,+1.59,5000,원,+34900,-22750,1009,-0,0,+6.52,1221,-28500,+350,대한해운,005880,-20300,+29300
+4450,-7.87,20180419,-1105,+271.04,20171221,819,0,27.26,5.01,0.00,19.8,-61.43,8082650,12,+4325,4230,49,5,2960,-3.07,1263,27135,+5490,-3980,1113,,+1.01,500,원,+4450,-1110,17,-0,0,+0.19,136,-3700,-130,대호에이엘,069460,-2965,-4100
+2335,-34.26,20170825,-1310,+17.18,20170717,1723,0,4.20,0.89,0.00,1.3,+177.92,97670,12,+1540,1510,13,2,960,+1.66,10465,32565,+1960,1510,500,,+1.47,500,원,+1750,-1400,44,-0,0,+2.36,163,-1485,+25,덕양산업,024900,-1060,+1535
+86400,-10.30,20180306,-34950,+121.75,20170518,6234,3256,19.58,12.43,23.80,26.1,+100.70,67617,12,78000,78000,303,5,59280,-0.64,1506,11069,+101000,-77400,8578,,+1.02,500,원,+86400,-60900,411,-0,0,+19.61,62,-76800,-500,덴티움,145720,-54600,-77500
+14500,-14.83,20170619,-12150,+1.65,20180108,12674,2014,4.23,0.97,6.13,8.6,+328.74,9803,12,+12400,12350,141,3,8890,0.00,1336,11700,+16050,-12250,1445,,+0.09,500,원,+12700,-12150,166,-0,0,+1.48,60,-12250,0,디씨엠,024090,-8650,12350
+31700,-25.39,20171205,-12750,+85.49,20170817,12211,867,16.24,1.94,27.28,5.3,-93.80,124087,12,-24500,24550,349,5,18160,-3.67,4174,55000,+31900,-24400,13008,,+0.66,500,원,+29300,-22000,516,-0,0,+73.39,275,-23650,-900,락앤락,115390,-17200,-23650
+226000,-71.06,20170421,-58100,+12.56,20171030,48758,1393,170.71,1.34,46.95,11.0,+257.77,310212,12,+67100,63700,4953,2,47130,+2.67,23760,113636,+82800,+63800,74318,,+0.23,200,원,+73200,-59700,102,-0,0,+13.19,227,+63800,+1700,롯데지주,004990,-44600,+65400
+475000,-13.89,20180302,-322500,+26.82,20170620,273173,54488,3.68,1.50,7.51,21.5,-54.12,76200,12,+409500,401500,22846,2,313170,+1.87,158745,34275,+521000,+404000,140186,,+0.12,5000,원,+475000,-348000,29297,-0,0,+33.19,1714,+403500,+7500,롯데케미칼,011170,-281500,+409000
+949,-11.80,20170602,-593,+41.15,20170927,751,9,12.99,1.11,93.00,-12.5,+169.57,2891548,12,+850,818,-103,2,580,+2.32,2546,116725,+1060,+820,977,,+0.42,500,원,+850,-632,69,-0,0,+1.67,584,+819,+19,마니커,027740,-573,+837
+5590,-27.37,20180129,-3625,+12.00,20170411,3782,560,,1.07,7.25,13.8,-76.21,1861157,12,4085,4085,3552,5,3180,-0.61,8484,605641,+5310,4085,24589,,+0.77,1000,원,+5590,-3925,4436,-0,0,+9.09,6056,-4050,-25,메리츠종금증권,008560,-2860,-4060
+12550,-15.54,20170629,-8760,+21.00,20170911,11870,955,2.64,0.89,11.10,3.2,+104.61,63909,12,+11050,10900,127,5,7840,-2.75,2115,33000,+14150,-10800,3498,,+0.48,500,원,+11650,-8920,128,-0,0,+16.07,165,-10350,-300,모토닉,009680,-7650,-10600
+6900,-60.58,20170420,-910,+198.90,20170922,715,51,57.62,3.80,53.33,2.9,-60.60,2097539,12,+2810,2730,12,5,0,-0.37,335,59900,+3545,-2680,1629,,+1.58,200,원,+3360,-1075,13,-0,0,+0.57,120,-2680,-10,보락,002760,-1915,-2720
+64500,-2.33,20180411,-37900,+66.23,20170915,22118,656,35.11,2.85,96.04,25.5,-56.94,45012,12,+63700,63000,565,3,46620,0.00,4227,8840,+81900,-62700,5569,,+1.13,2500,원,+64500,-46150,10,-0,0,+4.59,221,-62100,0,보령제약,003850,-44100,63000
+13100,-20.61,20170602,-9890,+5.16,20180327,18701,165,59.77,0.56,63.03,10.0,+141.28,28538,12,+10450,10300,141,2,7210,+0.97,6534,7160,+13350,10300,745,,+0.87,5000,원,+12150,-9890,-16,-0,0,+1.60,358,-10150,+100,사조해표,079660,-7250,+10400
+56200,-21.00,20170508,-40100,+10.72,20180108,83299,7618,1.21,0.53,5.83,9.6,+148.81,5954,12,+44400,43900,249,2,31600,+1.14,1706,3000,+57000,+44150,1332,,+0.56,5000,원,+47400,-40100,302,-0,0,+5.36,150,-43850,+500,삼양통상,002170,-30750,+44400
+49850,-26.88,20170502,-35800,+1.82,20180416,71120,7729,-0.02,0.51,4.72,5.8,+219.86,1627,12,+37800,37500,104,5,26250,-2.80,1434,2500,+48750,-36700,911,,0.00,5000,원,+43450,-35800,77,-0,0,+3.33,125,-36400,-1050,삼정펄프,009770,-26250,-36450
+7000,-8.71,20180419,-3720,+71.77,20170926,5898,674,3.42,1.08,9.48,13.8,-39.28,1795975,12,+6740,6450,214,5,4640,-0.93,2657,25000,+8380,+6550,1598,,+2.54,500,원,+7000,-3985,242,-0,0,+19.25,125,-5970,-60,삼호개발,010960,-4520,-6390
+9740,-45.38,20180126,-1385,+284.12,20171011,1308,0,30.35,4.07,0.00,-54.2,-82.08,137809,12,+5410,5300,-32,2,3180,+0.38,442,10458,+6890,+5320,556,,0.00,1000,원,+9740,-4745,-13,-0,0,+5.34,105,-5210,+20,삼화전자,011230,-3710,+5320
+8900,-17.75,20171116,-6430,+13.84,20170411,7053,1005,5.07,1.04,7.28,14.5,-49.60,6091,12,+7370,7360,241,5,5150,-0.54,3845,21471,+9560,7360,1572,,+0.11,500,원,+8220,-7140,359,-0,0,+3.39,107,-7300,-40,상신브레이크,041650,-5160,-7320
+22350,-26.17,20170531,-14000,+17.86,20171122,10448,1770,8.51,1.58,9.32,21.0,-55.55,16312,12,16600,16600,556,5,11280,-0.60,8167,23780,+21550,-16500,3924,,+0.99,500,원,+17700,-14000,547,-0,0,+12.63,119,-16300,-100,선진,136490,-11650,-16500
+24100,-22.61,20170807,-17900,+4.19,20180416,34505,2802,4.56,0.54,6.66,7.8,-94.56,5298,12,+18700,18550,237,2,12980,+0.54,7299,8570,+24100,18550,1598,,+0.02,5000,원,+21000,-17900,351,-0,0,+2.16,429,-18500,+100,세아특수강,019440,-13000,+18650
+174500,-21.49,20170821,-126000,+8.73,20180411,429622,22519,3.72,0.32,6.08,7.5,+449.18,822,12,+137000,133500,2111,2,98790,+2.62,47944,4000,+173500,133500,5480,,0.00,5000,원,+163000,-126000,2746,-0,0,+1.20,200,133500,+3500,세아홀딩스,058650,-93500,+137000
+9900,-21.21,20180129,-6490,+20.18,20170911,19802,736,6.86,0.39,10.60,-1.9,+105.31,42761,12,+7880,7770,-76,2,5590,+0.39,10359,20054,+10100,7770,1564,,+1.92,500,원,+9900,-7170,-67,-0,0,+4.44,100,-7660,+30,세종공업,033530,-5440,+7800
+7060,-57.65,20170510,-1950,+53.33,20171227,5441,0,,0.55,0.00,-13.8,0.00,0,12,0,2990,-188,3,0,0.00,1663,29402,+3885,0,879,,+2.22,500,원,+6490,-2040,-178,-0,0,+2.14,147,0,0,세화아이엠씨,145210,-2095,2990
+93900,-14.27,20180402,-18200,+342.31,20170411,10779,80,,7.47,1006.25,1.4,+586.39,15516,12,+89000,80500,3,3,49910,0.00,125,2000,+104500,+83100,1610,,0.00,500,원,+93900,-39850,-2,-0,0,+1.13,10,-75900,0,시디즈,134790,-56400,80500
+144000,-13.54,20180418,-55400,+124.73,20171010,66769,2432,19.51,1.86,51.19,5.0,-48.61,32059,12,+129500,124500,241,3,92130,0.00,11025,7140,+161500,+125500,8889,,+0.39,5000,원,+144000,-70800,254,-0,0,+4.93,357,-124000,0,신세계인터내셔날,031430,-87500,124500
+14700,-91.67,20170418,-769,+59.30,20180117,1184,48,6.39,1.03,25.52,2.2,-54.13,409176,12,+1225,1180,8,2,770,+3.81,1443,34959,+1530,1180,428,,+0.16,500,원,+1300,-769,-21,-0,0,+1.09,175,-1130,+45,신풍제지,002870,-830,+1225
+28350,-15.34,20180201,-16350,+46.79,20180117,32387,474,,0.74,50.63,-5.5,-57.27,3389,12,+24250,23650,-21,2,16550,+1.48,613,1215,+30700,-23350,292,,+0.79,5000,원,+28350,-16350,-18,-0,0,0.00,61,-23350,+350,신화실업,001770,-16600,+24000
+12000,-9.58,20170417,-10100,+7.43,20170926,8815,121,17.60,1.23,89.67,3.7,+305.52,6480,12,10850,10850,32,3,7810,0.00,1211,9600,+14100,-10800,1042,,+0.03,500,원,+11700,-10350,40,-0,0,+0.04,67,-10600,0,신흥,004080,-7600,10850
+39550,-14.03,20180220,-18700,+81.82,20170411,17265,0,11.36,1.97,0.00,13.0,-70.39,34163,12,+34000,33400,390,2,24040,+1.80,3122,17286,+43400,+33900,5877,,+1.22,500,원,+39550,-26200,354,-0,0,+15.97,86,-32800,+600,씨에스윈드,112610,-23400,+34000
+3255,-30.72,20171122,-1720,+31.10,20170413,1533,31,4.12,1.47,72.74,1.1,-75.00,1319369,12,+2280,2250,26,2,1660,+0.22,1268,146236,+2925,2250,3298,,+2.75,500,원,+3040,-2115,153,-0,0,+4.30,731,-2235,+5,IHQ,003560,-1575,+2255
+107500,-9.40,20171228,-85300,+14.19,20170925,28947,4157,9.49,3.36,23.43,12.4,-60.60,25363,12,+97700,96700,1433,2,75420,+0.72,19423,37999,+125500,+96800,37011,,+0.01,500,원,+107500,-91300,2026,-0,0,+55.90,190,-96300,+700,에스원,012750,-67700,+97400
+6000,-25.67,20170411,-4270,+4.45,20180409,8884,418,-0.74,0.50,10.67,11.0,-98.24,2895,12,+4465,4425,193,2,3180,+0.79,1698,14934,+5750,+4435,666,,+0.03,500,원,+4770,-4270,104,-0,0,+10.55,75,-4420,+35,SJM홀딩스,025530,-3100,+4460
+6150,-23.09,20170512,-4140,+14.25,20180126,0,0,,0.00,0.00,-3.6,+112.79,14708,12,+4785,4670,-9,2,0,+1.28,5,3676,+6070,+4690,174,,0.00,5000,원,+4915,-4140,-12,-0,0,+0.00,184,-4665,+60,에이리츠,140910,-3270,+4730
+900000,-13.11,20170609,-680000,+15.00,20180214,299198,40839,12.76,2.61,19.15,12.3,-58.91,2257,12,+783000,775000,1324,2,604500,+0.90,21262,3440,+1007000,-773000,26901,,+0.06,5000,원,+811000,-680000,1461,-0,0,+17.26,172,-773000,+7000,오뚜기,007310,-543000,+782000
+7600,-17.76,20170830,-4655,+34.26,20171227,6129,0,,1.02,0.00,-14.1,+111.89,1743755,12,+6470,5940,-155,2,4270,+5.22,983,17360,+7720,+6090,1085,,+3.14,500,원,+6470,-4700,-28,-0,0,+1.61,87,+5950,+310,우진,105840,-4160,+6250
+15800,-55.44,20170713,-6670,+5.55,20180404,7991,1480,13.33,0.88,4.76,0.9,+137.80,8964,12,7050,7050,7,5,4510,-0.14,2296,10000,+9160,-7040,704,,+0.50,500,원,+9190,-6670,62,-0,0,+2.62,50,-6970,-10,우진플라임,049800,-4940,-7040
+1905,-10.76,20170418,-1200,+41.67,20180115,558,36,26.39,3.05,47.22,18.5,+4055.33,6239050,12,+1795,1520,59,2,1090,+11.84,661,50980,+1975,1520,867,,+1.10,500,원,+1795,-1200,36,-0,0,+1.04,255,-1500,+180,유니켐,011330,-1065,+1700
+4540,-18.94,20180129,-2645,+39.13,20170414,6859,475,,0.54,7.75,8.2,-66.69,259473,12,+3710,3690,561,5,2730,-0.27,2407,96866,+4795,-3675,3565,,+3.21,5000,원,+4540,-3295,714,-0,0,+7.98,5376,-3650,-10,유진투자증권,001200,-2585,-3680
+78900,-15.08,20171127,-59300,+12.98,20180307,32728,3267,5.98,2.05,20.51,9.3,+123.28,30919,12,+67400,65700,757,2,49930,+1.98,11387,20000,+85400,-64900,13400,,+0.05,500,원,+74400,-59300,967,-0,0,+33.60,100,-64900,+1300,이노션,214320,-46000,+67000
+323500,-17.47,20180226,-203000,+31.53,20170928,276088,13502,10.27,0.97,19.77,7.7,+100.63,96518,12,268000,268000,6279,5,209040,-0.37,158767,27876,+348000,-267000,74428,,+0.08,5000,원,+323500,-254000,5669,-0,0,+49.40,1394,-262000,-1000,이마트,139480,-188000,-267000
+5490,-29.69,20170905,-3510,+9.97,20180326,4789,93,17.45,0.81,41.51,-7.6,+229.80,177128,12,+3875,3735,-149,2,2760,+3.35,5313,41268,+4855,+3800,1593,,+2.95,1000,원,+4560,-3510,-80,-0,0,+3.66,413,-3710,+125,이수페타시스,007660,-2615,+3860
+8500,-14.12,20170919,-4800,+52.08,20170411,13004,700,7.68,0.56,10.43,-0.0,-28.19,360067,12,+7530,7310,-9,5,4670,-0.14,5409,15160,+9500,+7510,1107,,+5.37,500,원,+8380,-5730,50,-0,0,+14.67,76,-7120,-10,인지컨트롤스,023800,-5120,-7300
+4385,-19.50,20180306,-2900,+21.72,20170413,6628,280,11.14,0.53,12.61,2.9,+270.09,304017,12,+3690,3420,59,2,2460,+3.22,5020,29748,+4445,+3600,1050,,+1.46,500,원,+4385,-2990,149,-0,0,+1.73,149,+3485,+110,인터지스,129260,-2395,+3530
+123500,-15.79,20170803,-103000,+0.97,20180419,282207,8484,4.09,0.37,12.26,2.3,-41.58,719,12,-104000,104500,170,5,77330,-0.48,4925,2400,+135500,-104000,2496,,+0.07,5000,원,+116000,-103000,145,-0,0,+6.77,120,-103000,-500,일신방직,003200,-73500,-104000
+29650,-32.55,20170420,-19450,+2.83,20180417,49084,2640,,0.41,7.58,-10.4,-54.55,774,12,+20200,19850,-57,2,13890,+0.76,491,1200,+25800,+20200,240,,0.00,5000,원,+24800,-19450,-64,-0,0,+3.89,60,19850,+150,일정실업,008500,-13900,+20000
+12400,-52.02,20170908,-5390,+10.39,20180410,2254,0,6.04,2.64,0.00,24.0,-69.24,118459,12,6000,6000,176,5,4200,-0.83,2513,28314,+7800,6000,1685,,+1.32,500,원,+8560,-5390,197,-0,0,+5.02,142,-5870,-50,일진디스플,020760,-4200,-5950
+22350,-14.77,20180131,-17600,+8.24,20170412,6632,871,9.48,2.87,21.87,15.8,+100.99,211018,12,+19050,18750,1284,2,14620,+1.60,33750,115041,+24350,-18700,21915,,+0.24,200,원,+22350,-17650,1565,-0,0,+31.82,230,-18650,+300,제일기획,030000,-13150,+19050
+11700,-25.30,20171026,-8450,+3.43,20180326,8817,922,0.36,0.99,9.48,9.3,+175.59,13496,12,+8740,8680,141,2,6070,+0.69,5013,16567,+11250,+8710,1448,,+0.10,1000,원,+10350,-8450,197,-0,0,+31.75,176,-8610,+60,지투알,035000,-6080,+8740
+126500,-21.50,20171127,-96900,+2.48,20180308,51319,9759,6.99,1.93,10.18,15.7,+210.11,420212,12,-100000,100500,11642,5,80400,-1.19,46672,137292,+130500,-99700,136331,,+0.07,5000,원,+115500,-96900,14261,-0,0,+53.55,9550,-99000,-1200,KT&G,033780,-70500,-99300
+22600,-24.78,20170721,-15500,+9.68,20180409,13964,2110,3.88,1.22,8.06,15.0,+115.66,59792,12,+17250,16750,448,2,12390,+1.49,4721,20000,+21750,-16600,3400,,+0.33,5000,원,+18250,-15500,525,-0,0,+14.37,1000,-16550,+250,코리아오토글라스,152330,-11750,+17000
+41800,-7.66,20171113,-23700,+62.87,20170809,30219,1607,26.47,1.28,24.02,1.3,+101.10,30398,12,+39400,38300,58,2,26810,+0.78,2983,9604,+49750,+38500,3707,,+1.03,500,원,+39750,-30650,101,-0,0,+7.03,48,-38000,+300,코스맥스비티아이,044820,-26850,+38600
+35500,-29.15,20180108,-5060,+397.04,20170411,5561,0,16.34,4.52,0.00,23.9,-47.83,180579,12,+25700,24850,273,2,15900,+1.21,4316,15462,+32300,+24900,3889,,+2.81,5000,원,+35500,-22850,207,-0,0,+1.79,773,-24700,+300,코스모화학,005420,-17400,+25150
+1555,-60.51,20170705,-547,+12.25,20180326,522,0,,1.18,0.00,-62.5,+137.64,2161986,12,+615,594,-390,2,400,+3.37,359,162302,+772,594,997,,+0.03,500,원,+800,-547,-43,-0,0,+1.39,812,-580,+20,키위미디어그룹,012170,-416,+614
+4675,-27.38,20170608,-3035,+11.86,20180326,2558,0,11.19,1.33,0.00,7.9,-35.77,148811,12,+3545,3495,99,5,2510,-2.86,9222,49912,+4540,-3490,1695,,+0.29,500,원,+3670,-3035,237,-0,0,+1.48,250,-3360,-100,태평양물산,007980,-2450,-3395
+44800,-40.29,20170703,-24800,+7.86,20180309,34051,5186,5.79,0.79,5.16,8.6,+117.14,14975,12,+27350,26650,175,2,18120,+0.38,9121,6000,+34600,26650,1605,,+0.17,5000,원,+32350,-24800,244,-0,0,+5.43,300,-26450,+100,포스코강판,058430,-18700,+26750
+27850,-45.78,20180118,-1720,+777.91,20170926,674,0,,22.40,0.00,-18.1,-59.06,219731,12,+15200,14900,-30,2,9230,+1.34,296,31469,+19350,-14700,4752,,+0.17,500,원,+27850,-9480,-51,-0,0,+0.12,157,-14700,+200,폴루스바이오팜,007630,-10450,+15100
+63400,-31.47,20180103,-38450,+13.00,20170411,88992,5702,1.08,0.49,7.62,7.5,-55.32,5382,12,+43650,43100,224,2,30170,+0.81,4854,3166,+56000,+43350,1376,,+0.68,5000,원,+63400,-42800,270,-0,0,+5.46,158,-42800,+350,한국공항,005430,-30200,+43450
+26000,-5.96,20180320,-14000,+74.64,20180117,56026,0,25.88,0.44,0.00,-2.4,+156.05,27880,12,+24450,23900,-53,2,16730,+2.30,2444,4000,+31050,+24250,978,,+1.12,5000,원,+26000,-14000,-69,-0,0,+4.21,200,-23500,+550,수출포장,002200,-16750,+24450
+13000,-3.85,20180420,-8560,+46.03,20170926,10868,1135,7.27,1.15,11.01,10.3,+225.72,1122216,3,+13000,11300,249,2,8130,+10.62,3873,22801,+14650,+11450,2850,,+0.77,500,원,+13000,-8910,253,-0,0,+1.43,120,-11150,+1200,한국주철관,000970,-7950,+12500
+23400,-21.15,20170519,-10700,+72.43,20170926,3466,910,23.07,5.32,20.27,7.0,-58.88,307218,12,+18650,18500,40,5,13320,-0.27,1513,16068,+24050,+18550,2965,,+4.72,500,원,+20550,-14250,76,-0,0,+0.32,80,-18100,-50,한국화장품,123690,-12950,-18450
+237500,-49.47,20170418,-118000,+1.69,20180419,23007,7054,17.60,5.22,17.01,18.3,-77.32,81756,12,+120500,119000,959,2,90440,+0.84,20625,23534,+154500,-118000,28241,,+0.22,1000,원,+183000,-118000,1405,-0,0,+31.05,235,-118000,+1000,한샘,009240,-83500,+120000
+12650,-20.16,20171206,-7890,+28.01,20170926,6623,389,5.12,1.52,25.96,11.5,-92.01,55415,12,+10200,9690,604,2,6580,+4.23,24623,40000,+12550,-9660,4040,,+0.56,500,원,+11750,-7920,784,-0,0,+3.69,200,-9600,+410,한세예스24홀딩스,016450,-6790,+10100
+26400,-17.23,20180129,-14900,+46.64,20171020,25846,2652,2.33,0.85,8.24,23.6,-37.96,117204,12,+22650,22450,725,5,16160,-2.67,19843,11467,+29150,+22600,2506,,+0.83,5000,원,+26400,-19050,1333,-0,0,+6.22,573,-21300,-600,한신공영,004960,-15750,-21850
+53700,-51.21,20170427,-25500,+2.75,20180420,44025,6498,10.77,0.60,4.03,-2.1,-60.30,375064,12,+26350,26100,-477,2,19310,+0.38,42155,52600,+33900,-25850,13781,,+1.64,5000,원,+37200,-25500,829,-0,0,+12.67,2657,-25500,+100,한화테크윈,012450,-18300,+26200
+33300,-21.77,20171214,-21200,+22.88,20170915,16071,1969,7.95,1.62,13.23,10.7,-68.35,33613,12,+26400,26250,370,5,18900,-0.76,8884,20535,+34100,26250,5349,,+0.84,1000,원,+32400,-22400,493,-0,0,+7.26,205,-26050,-200,현대리바트,079430,-18400,-26050
+52800,-13.92,20170525,-32550,+39.63,20170925,34781,4168,4.75,1.31,10.90,14.4,+109.09,1111189,12,+46000,44050,4137,2,33470,+3.18,53587,75384,+57200,+44650,34262,,+0.26,5000,원,+46000,-36250,6461,-0,0,+40.15,3769,-43850,+1400,현대산업,012630,-30850,+45450
