250최고,250최고가대비율,250최고가일,250최저,250최저가대비율,250최저가일,BPS,EPS,EV,PBR,PER,ROE,거래대비,거래량,결산월,고가,기준가,당기순이익,대비기호,대용가,등락율,매출액,상장주식,상한가,시가,시가총액,시가총액비중,신용비율,액면가,액면가단위,연중최고,연중최저,영업이익,예상체결가,예상체결수량,외인소진률,자본금,저가,전일대비,종목명,종목코드,하한가,현재가
+111500,-6.73,20180423,-45000,+131.11,20170926,31605,5225,17.84,3.29,19.90,11.6,+211.04,2937539,12,+108000,93900,790,2,71360,+10.76,19937,26768,+122000,+99000,27839,,+5.25,5000,원,+111500,-54000,1353,-0,0,+24.94,1338,+97300,+10100,현대엘리베이,017800,-65800,+104000
+78000,-31.15,20170810,-51500,+4.27,20180416,119823,4922,8.31,0.45,10.91,-2.0,-74.94,162866,12,+53800,52400,-630,2,39820,+2.48,74874,27195,+68100,-52100,14604,,+1.32,5000,원,+66700,-51500,167,-0,0,+13.39,1360,-52100,+1300,현대위아,011210,-36700,+53700
+148000,-26.69,20170811,-102500,+5.85,20180323,121276,10932,4.04,0.89,9.92,8.2,+215.67,45052,12,+108500,106000,1225,2,80560,+2.36,10431,12000,+137500,+106500,13020,,+0.13,5000,원,+126000,-102500,1253,-0,0,+51.56,600,106000,+2500,현대홈쇼핑,057050,-74500,+108500
+8460,-20.69,20180424,-3230,+107.74,20171221,7921,84,23.12,0.85,79.88,2.0,+197.54,7630945,12,+6990,5510,13,2,3630,+21.78,2375,12713,+7160,+5810,853,,+4.15,500,원,+8460,-3315,25,-0,0,+1.05,64,+5730,+1200,혜인,003010,-3860,+6710
+23600,-31.14,20170424,-12850,+26.46,20171018,12961,2679,8.89,1.25,6.07,4.3,+114.84,32345,12,+16900,16700,44,5,11350,-2.69,3284,8000,+21700,+16900,1300,,+0.59,500,원,+17050,-13150,151,-0,0,+1.52,47,-15700,-450,호전실업,111110,-11700,-16250
+30800,-30.68,20180130,-19500,+9.49,20180410,55809,0,3.84,0.38,0.00,0.5,-93.48,11121,12,+22000,21100,6,2,15190,+1.18,2084,2200,+27400,+21300,470,,+0.79,5000,원,+30800,-19500,3,-0,0,+10.12,110,-20850,+250,화천기계,010660,-14800,+21350
+29000,-25.34,20180212,-16050,+34.89,20170518,11835,1074,10.08,1.83,20.16,11.7,+263.47,161220,12,-22650,22700,272,5,17250,-4.63,1480,18600,+29500,-22600,4027,,+1.60,500,원,+29000,-21400,297,-0,0,+26.39,97,-21400,-1050,환인제약,016580,-15900,-21650
+13700,-18.98,20180202,-9980,+11.22,20170816,7084,1353,7.49,1.57,8.20,15.2,-47.07,78876,12,+11350,11250,162,5,7870,-1.33,1809,14116,+14600,11250,1567,,+2.62,5000,원,+13700,-10400,181,-0,0,+23.18,706,-10900,-150,휴니드,005870,-7900,-11100
+7980,-28.07,20170802,-3730,+53.89,20170419,8475,484,,0.68,11.86,14.4,-49.38,30866,12,+5850,5730,853,2,4120,+0.17,31607,64243,+7440,+5840,3688,,+0.53,5000,원,+6990,-5140,1072,-0,0,+2.50,3212,-5690,+10,흥국화재,000540,-4020,+5740
+11600,-9.91,20170801,-9000,+16.11,20170419,20810,1522,,0.50,6.87,5.8,+190.96,2037059,12,+10550,10300,4250,2,8030,+1.46,33534,325935,+13350,+10350,34060,,+0.11,5000,원,+11250,-9230,5943,-0,0,+54.39,16297,10300,+150,BNK금융지주,138930,-7250,+10450
+11200,-26.07,20170419,-7110,+16.46,20180329,17081,2102,3.79,0.48,3.94,5.4,+18183.41,1038273,12,+9120,7290,191,2,5100,+13.58,5469,19480,+9470,+7300,1613,,+0.32,500,원,+9120,-7110,339,-0,0,+2.44,97,+7300,+990,DRB동일,004840,-5110,+8280
+66800,-6.44,20170620,-54800,+14.05,20170925,161644,0,13.29,0.39,0.00,7.4,-73.34,4404,12,+62600,62300,868,2,46100,+0.32,44082,6860,+80900,+62400,4288,,+0.14,5000,원,+62600,-55500,937,-0,0,+4.64,343,-61600,+200,E1,017940,-43700,+62500
+42300,-3.55,20180430,-25450,+60.31,20171010,46180,0,10.69,0.88,0.00,-5.2,+394.26,3417632,12,+42300,37700,-1637,2,29400,+8.22,116795,71694,+49000,+39000,29251,,+1.38,5000,원,+42300,-27600,3187,-0,0,+13.63,3585,+38600,+3100,GS건설,006360,-26400,+40800
+68900,-61.97,20180411,-25000,+4.80,20180430,5703,958,13.61,4.59,27.35,17.5,+125.67,217671,12,+26700,26250,168,5,19420,-0.19,1436,15835,+34100,-26050,4149,,+2.23,2500,원,+68900,-25000,238,-0,0,+5.71,396,-25000,-50,JW생명과학,234080,-18400,-26200
+54400,-23.53,20170605,-38700,+7.49,20170926,12820,0,25.22,3.24,0.00,-0.3,+245.29,160660,12,+42550,42400,-7,5,32220,-1.89,5029,19709,+55100,+42500,8199,,+3.79,2500,원,+53400,-40350,217,-0,0,+5.79,493,-40950,-800,JW중외제약,001060,-29700,-41600
+78500,-23.44,20171027,-56900,+5.62,20180413,87108,6782,3.54,0.69,8.86,6.2,-56.02,1611,12,+60400,60000,271,2,43200,+0.17,7037,4840,+78000,60000,2909,,+0.09,5000,원,+74900,-56900,300,-0,0,+30.93,242,-59500,+100,KPX케미칼,025000,-42000,+60100
+11000,-23.45,20170808,-7810,+7.81,20170421,10177,585,10.06,0.83,14.39,11.1,+134.41,81603,12,+8480,8370,257,2,6190,+0.60,1776,23186,+10850,-8340,1952,,+0.85,500,원,+10350,-8250,451,-0,0,+5.83,116,-8310,+50,KSS해운,044450,-5860,+8420
+116000,-29.83,20170616,-75400,+7.96,20180326,93736,7524,6.53,0.87,10.82,7.1,+320.04,114030,12,+81500,78000,679,2,60840,+4.36,32565,8968,+101000,-76900,7300,,+1.53,5000,원,+98700,-75400,1330,-0,0,+12.19,448,-76900,+3400,LG하우시스,108670,-54600,+81400
+1400,-37.86,20170615,-789,+10.27,20180410,987,0,,0.88,0.00,-3.3,+199.27,493242,12,+874,866,-65,2,620,+0.46,2854,202425,+1125,866,1761,,+2.71,500,원,+1060,-789,-67,-0,0,+1.68,1012,-850,+4,SG세계물산,004060,-607,+870
+91500,-7.65,20180319,-49700,+70.02,20170420,32990,4184,3.05,2.56,20.20,36.8,-93.78,4653153,12,-85700,87100,106422,5,66190,-2.99,301094,728002,+113000,-85400,615162,,+0.50,5000,원,+91500,-68200,137213,-0,0,+49.99,36577,-84000,-2600,SK하이닉스,000660,-61000,-84500
+5100,-28.73,20170419,-2590,+40.35,20171227,3345,288,14.16,1.09,12.62,5.9,+341.42,1465016,12,+3735,3460,51,2,2420,+5.06,1745,24939,+4495,+3495,907,,+6.84,1000,원,+3960,-2610,59,-0,0,+2.36,249,+3495,+175,고려산업,002140,-2425,+3635
+14250,-21.40,20170726,-10650,+5.16,20180405,28827,1914,,0.39,5.85,8.8,-86.33,43835,12,+11250,11150,1342,2,8250,+0.45,8021,51316,+14450,+11200,5747,,+0.25,5000,원,+13200,-10650,1813,-0,0,+13.09,2566,11150,+50,광주은행,192530,-7850,+11200
+11200,-60.04,20170424,-2880,+55.38,20171227,4453,589,,1.00,7.60,-19.0,+144.92,373054,12,-4490,4500,-90,5,2880,-0.56,1916,13597,+5850,-4490,608,,+9.90,500,원,+5450,-2980,-59,-0,0,+1.02,68,-4275,-25,국동,005320,-3150,-4475
+42800,-22.20,20170619,-27600,+20.65,20180416,51592,6933,3.21,0.65,4.80,9.0,+308.89,52091,12,+34200,30850,266,2,22210,+7.94,6132,4856,+40100,+31250,1617,,+0.65,5000,원,+38900,-27600,460,-0,0,+2.40,243,+31250,+2450,금강공업,014280,-21600,+33300
+7380,-19.78,20170622,-4600,+28.70,20180412,8836,967,5.28,0.67,6.12,5.6,-47.81,361779,12,+6070,6060,49,5,4240,-2.31,1797,9765,+7870,-6010,578,,+5.85,500,원,+7120,-4600,89,-0,0,+9.47,49,-5770,-140,금호에이치티,214330,-4250,-5920
+260000,-16.73,20180130,-159000,+36.16,20170419,84976,5451,21.03,2.55,39.72,5.2,+202.22,39472,12,+217500,213000,567,2,157620,+1.64,12879,11687,+276500,+215500,25301,,+0.27,5000,원,+260000,-187000,903,-0,0,+25.19,584,-210500,+3500,녹십자,006280,-149500,+216500
+135500,-21.40,20170608,-97500,+9.23,20180326,181174,17111,9.62,0.59,6.22,4.8,+454.51,2518,12,+106500,105500,407,2,78070,+0.95,4966,4638,+137000,+106500,4939,,+0.05,5000,원,+118000,-97500,471,-0,0,+5.59,232,-104000,+1000,농심홀딩스,072710,-74000,+106500
+27350,-11.70,20180202,-17100,+41.23,20170926,20750,2254,-5.06,1.16,10.71,11.5,-56.55,243007,12,+24350,23900,2431,2,18160,+1.05,13911,44867,+31050,+23950,10835,,+0.79,500,원,+27350,-18950,3315,-0,0,+26.96,224,-23350,+250,다우기술,023590,-16750,+24150
+6700,-26.12,20170808,-4820,+2.70,20180116,7649,21,14.92,0.65,235.71,-3.8,+624.80,14158,12,-4960,4970,-43,5,3370,-0.40,1972,15225,+6460,-4910,754,,+0.01,1000,원,+5590,-4820,20,-0,0,+1.34,164,-4875,-20,대림통상,006570,-3480,-4950
+12050,-33.03,20170619,-7600,+6.18,20180305,24082,883,3.82,0.34,9.14,5.3,+119.33,16075,12,+8090,7970,322,2,5890,+1.25,9031,16089,+10350,+7980,1298,,+0.24,1000,원,+8600,-7600,245,-0,0,+3.63,161,-7950,+100,대성홀딩스,016710,-5580,+8070
+63800,-22.57,20180312,-26450,+86.77,20170419,5135,949,21.02,9.62,52.05,23.8,+115.87,145735,12,+49750,49100,406,2,38290,+0.61,2056,29673,+63800,-48300,14658,,+0.29,500,원,+63800,-31400,517,-0,0,+39.09,148,-48200,+300,더존비즈온,012510,-34400,+49400
+2880,-55.03,20170427,-1000,+29.50,20171222,5734,483,,0.23,2.68,-19.0,+295.93,1234883,12,+1315,1245,-411,2,820,+4.02,6020,53312,+1615,+1255,690,,+4.84,500,원,+1535,-1050,-367,-0,0,+4.37,267,-1230,+50,동국실업,001620,-875,+1295
+17200,-26.45,20170609,-9220,+37.20,20180328,12045,4602,3.91,1.05,2.75,34.6,+445.22,370781,12,+12950,11700,963,2,7950,+8.12,7015,20860,+15200,+12350,2639,,+0.51,5000,원,+13200,-9220,256,-0,0,+1.75,1043,+11950,+950,동부건설,005960,-8200,+12650
+7160,-4.75,20180308,-5490,+24.23,20170522,6497,856,18.36,1.05,7.97,3.3,-73.32,158337,12,+6870,6800,-59,2,5160,+0.29,8273,45445,+8840,-6750,3099,,+2.81,1000,원,+7160,-5540,37,-0,0,+4.92,454,-6630,+20,동성코퍼레이션,102260,-4760,+6820
+20950,0.00,20180430,-11250,+86.22,20170915,12993,1007,3.75,1.61,20.80,11.2,+207.13,2979671,12,+20950,16150,171,1,11620,+29.72,3397,11500,+20950,+17750,2409,,+4.29,500,원,+20950,-11500,203,-0,0,+8.18,58,+17600,+4800,동아지질,028100,-11350,+20950
+376000,-10.11,20171103,-240500,+40.54,20171013,235636,22300,6.55,1.43,15.16,19.7,+225.89,2417,12,+341000,336500,1678,2,249010,+0.45,23811,3363,+437000,+337500,11368,,+0.01,5000,원,+346500,-287000,2246,-0,0,+8.46,168,-333500,+1500,동원산업,006040,-236000,+338000
+62600,-16.61,20170609,-49850,+4.71,20180403,208932,0,8.35,0.25,0.00,-1.3,-21.01,1239,12,+52500,52200,-41,3,37580,0.00,8471,2378,+67800,+52300,1241,,+0.24,5000,원,+57700,-49850,220,-0,0,+3.96,119,-51800,0,동일방직,001530,-36600,52200
+24000,-10.83,20180423,-7250,+195.17,20170419,3623,43,159.01,5.91,497.67,2.0,+208.39,275766,12,+21550,20500,34,2,13120,+4.39,703,45395,+26650,20500,9715,,+0.74,500,원,+24000,-10700,52,-0,0,+0.23,227,-20250,+900,롯데관광개발,032350,-14350,+21400
+78300,-12.39,20180309,-36500,+87.95,20170419,43088,0,9.06,1.59,0.00,7.7,-95.53,70745,12,+68900,68300,892,2,53270,+0.44,11595,25800,+88700,+68800,17699,,+0.43,5000,원,+78300,-64300,1111,-0,0,+21.55,1290,-67700,+300,롯데정밀화학,004000,-47900,+68600
+769000,-3.12,20180427,-536000,+38.99,20171212,670221,41363,9.00,1.11,18.01,11.8,-47.57,2096,12,+755000,736000,951,2,559360,+1.22,18186,1132,+956000,736000,8432,,+0.11,5000,원,+769000,-542000,662,-0,0,+11.57,57,-735000,+9000,롯데푸드,002270,-516000,+745000
+4045,-6.06,20170510,-3670,+3.54,20180209,0,0,,0.00,0.00,,-69.57,35126,12,+3800,3790,,2,2720,+0.26,,92834,+4925,3790,3528,,0.00,0,원,+3855,-3670,,-0,0,+2.58,4642,-3775,+10,맵스리얼티1,094800,-2655,+3800
+17500,-20.29,20180205,-12050,+15.77,20170421,12308,1799,,1.13,7.75,19.4,+136.63,62665,12,13950,13950,7557,3,10320,0.00,12356,140224,+18100,13950,19561,,+0.03,500,원,+17500,-13300,10037,-0,0,+7.19,714,-13750,0,메리츠금융지주,138040,-9800,13950
+26700,-36.52,20170519,-16700,+1.50,20180423,17226,2207,7.39,0.98,7.68,10.0,-50.81,11639,12,+17000,16900,515,2,12500,+0.30,2505,28500,+21950,+17000,4831,,+0.16,200,원,+21300,-16700,287,-0,0,+18.63,57,-16850,+50,무학,033920,-11850,+16950
+270000,-12.96,20170526,-205000,+14.63,20170926,208257,25254,6.48,1.13,9.31,14.9,-92.31,36,12,-235000,236500,299,5,165550,-0.63,3187,793,+307000,-235000,1863,,0.00,5000,원,+255000,-217000,110,-0,0,+4.45,80,-235000,-1500,미원상사,002840,-166000,-235000
+106500,-44.51,20170529,-47000,+25.74,20170926,0,0,9.69,0.00,0.00,,-51.08,569,12,+59600,59100,172,3,39000,0.00,2083,5179,+76800,+59600,3061,,+0.12,500,원,+62400,-55200,218,-0,0,+1.86,26,-58700,0,미원에스씨,268280,-41400,59100
+675000,-93.41,20170420,-42550,+4.58,20180411,35366,6002,6.90,1.26,7.41,7.5,+122.24,2583,12,+44500,44150,127,2,26490,+0.79,1176,2332,+57300,-43500,1038,,+0.80,500,원,+61600,-42550,92,-0,0,+2.49,13,-43300,+350,미원홀딩스,107590,-30950,+44500
+29450,-17.32,20180201,-18450,+31.98,20170419,34182,2815,,0.71,8.65,8.0,+103.46,4966,12,24500,24500,376,5,17640,-0.61,1319,10370,+31850,-24150,2525,,+0.04,5000,원,+29450,-23300,473,-0,0,+1.45,518,-23800,-150,부국증권,001270,-17150,-24350
+2945,-65.70,20170524,-955,+5.76,20180410,2177,0,24.62,0.46,0.00,-17.6,-80.65,455427,12,+1020,1015,-101,5,690,-0.49,1907,29350,+1315,+1020,296,,+0.05,500,원,+1800,-955,-23,-0,0,+1.60,147,-998,-5,부산주공,005030,-715,-1010
+2130,-23.47,20170531,-1315,+23.95,20180116,908,67,11.94,1.80,24.33,26.4,+334.22,699267,12,+1645,1595,292,2,1140,+2.19,3951,141145,+2070,+1600,2301,,+0.16,500,원,+1720,-1315,293,-0,0,+0.67,706,-1570,+35,사조동아원,008040,-1120,+1630
+14800,-19.59,20170703,-10900,+9.17,20171215,24279,961,-3.27,0.49,12.38,5.6,+204.96,7524,12,+11900,11850,110,2,8290,+0.42,918,8126,+15400,11850,967,,+0.17,500,원,+12850,-10950,43,-0,0,+14.09,41,-11700,+50,삼성공조,006660,-8300,+11900
+18950,-5.28,20180412,-9700,+85.05,20170803,5158,150,34.18,3.48,119.67,-4.5,+195.50,2093324,12,+17950,17150,-521,2,12690,+4.66,55362,196000,+22250,+17200,35182,,+0.96,5000,원,+18950,-12450,469,-0,0,+25.77,9800,-17000,+800,삼성엔지니어링,028050,-12050,+17950
+2876000,-7.86,20171102,-2004000,+32.24,20170420,1156530,157967,3.64,2.29,16.78,21.0,0.00,0,12,0,2650000,421867,3,2067000,0.00,2395754,128386,+3445000,0,3402242,,+0.11,5000,원,+2707000,-2221000,536450,-0,0,+52.06,7780,0,0,삼성전자,005930,-1855000,2650000
+104500,-13.78,20180102,-45450,+98.24,20170714,23269,2431,13.73,3.87,37.06,15.3,+138.76,65957,12,+92300,90300,291,5,65010,-0.22,4585,7533,+117000,+90800,6787,,+2.86,5000,원,+104500,-70900,433,-0,0,+5.62,377,-87900,-200,삼양식품,003230,-63300,-90100
+29100,-39.86,20180119,-13450,+30.11,20170516,7608,799,8.91,2.30,21.90,16.6,+336.97,143122,12,+18950,18650,282,5,13420,-6.17,3711,21000,+24200,-18600,3675,,+0.98,500,원,+29100,-17500,349,-0,0,+36.21,105,-17500,-1150,삼익THK,004380,-13100,-17500
+63800,-47.10,20180410,-7020,+380.77,20170926,9613,174,49.66,3.51,193.97,-2.4,+118.21,312895,12,-37150,37350,-13,5,23900,-9.64,920,5500,+48550,-36950,1856,,+1.39,1000,원,+63800,-8360,13,-0,0,+4.04,55,-33200,-3600,삼일제약,000520,-26150,-33750
+127000,-12.20,20170622,-99200,+12.40,20171010,305500,9694,5.61,0.36,11.50,1.1,-38.46,3800,12,+113000,109000,51,2,80660,+2.29,32951,4055,+141500,+110000,4521,,+0.11,5000,원,+127000,-106500,611,-0,0,+25.07,203,+110000,+2500,삼천리,004690,-76500,+111500
+69700,-6.89,20180424,-12300,+427.64,20170421,5057,546,24.78,12.83,118.86,25.7,-96.70,529067,12,+68000,66500,155,5,49210,-2.41,1993,10395,+86400,+67000,6746,,+8.77,1000,원,+69700,-35100,220,-0,0,+4.91,104,-63000,-1600,삼화콘덴서,001820,-46600,-64900
+9090,-14.63,20180119,-6500,+19.38,20180409,11620,639,12.41,0.67,12.14,0.7,+145.70,108490,12,+7850,7540,20,2,5420,+2.92,4881,26439,+9800,7540,2052,,+0.66,500,원,+9090,-6500,88,-0,0,+10.82,132,-7420,+220,삼화페인트,000390,-5280,+7760
+42800,-20.44,20180413,-30550,+11.46,20180110,22378,2360,10.06,1.52,14.43,8.7,+110.88,28081,12,+34450,34300,264,5,25380,-0.73,3500,11569,+44550,-33900,3939,,+0.53,500,원,+42800,-30550,373,-0,0,+5.38,61,-33500,-250,서흥,008490,-24050,-34050
+10500,-16.48,20180124,-655,+1238.93,20170922,4360,0,,2.01,0.00,-18.6,0.00,0,12,0,8770,-92,3,0,0.00,1124,14045,+11400,0,1232,,+0.05,5000,원,+10500,-760,-48,-0,0,+0.97,702,0,0,성지건설,005980,-6140,8770
+36650,-26.33,20170828,-24400,+10.66,20180418,48457,2492,5.39,0.56,10.83,7.1,+185.67,64636,12,+27150,26250,1372,2,19950,+2.86,30553,35862,+34100,+26700,9683,,+0.12,5000,원,+32650,-24400,1885,-0,0,+11.25,2193,+26400,+750,세아베스틸,001430,-18400,+27000
+1750,-13.14,20170713,-1090,+39.45,20170925,1346,0,,1.13,0.00,60.3,+416.07,5085649,12,+1550,1430,1434,2,1050,+6.29,1096,129124,+1855,+1435,1963,,+1.62,500,원,+1550,-1130,-216,-0,0,+4.26,646,-1395,+90,쌍방울,102280,-1005,+1520
+7810,-35.34,20170427,-4885,+3.38,20180403,5923,423,6.29,0.85,11.94,-8.3,+160.45,261115,12,+5050,4940,-658,2,3650,+2.23,34946,137949,+6420,+4970,6966,,+0.19,5000,원,+6160,-4885,-653,-0,0,+77.15,6897,-4930,+110,쌍용차,003620,-3460,+5050
+5480,-42.15,20180201,-2010,+57.71,20171222,916,37,40.72,3.46,85.68,-2.5,+236.09,2539212,12,-3330,3340,-17,5,2330,-5.09,1763,77125,+4340,-3325,2445,,+5.57,500,원,+5480,-2185,35,-0,0,+0.68,386,-3150,-170,아남전자,008700,-2340,-3170
+161500,-11.46,20171205,-111500,+28.25,20170926,31869,4240,10.61,4.49,33.73,7.0,+105.93,66715,12,+144000,139000,4895,2,105640,+2.88,60291,82458,+180500,+140000,117915,,+0.03,500,원,+158000,-121500,7315,-0,0,+20.55,412,+140000,+4000,아모레G,002790,-97500,+143000
+33300,-6.91,20180427,-17850,+73.67,20180115,51473,2321,10.65,0.60,13.36,1.1,-37.19,49275,12,+32600,32000,50,5,23680,-3.13,7286,8957,+41600,+32100,2777,,+0.71,5000,원,+33300,-17850,54,-0,0,+4.48,448,-31000,-1000,아세아제지,002310,-22400,-31000
+6570,-35.24,20170421,-4120,+3.28,20180413,10177,961,2.04,0.42,4.43,3.6,+151.42,9733,12,-4330,4340,57,5,3120,-1.96,1631,15605,+5640,-4330,664,,+0.07,500,원,+5120,-4120,84,-0,0,+13.66,78,-4240,-85,SJM,123700,-3040,-4255
+1339000,-36.97,20170817,-825000,+2.30,20180426,1478326,94384,4.91,0.57,8.94,8.6,-77.02,1029,12,+845000,831000,2723,2,614940,+1.56,37249,1842,+1080000,+837000,15547,,+0.18,5000,원,+1154000,-825000,1594,-0,0,+2.86,92,+835000,+13000,영풍,000670,-582000,+844000
+5460,-17.22,20180425,-2040,+121.57,20170811,4924,0,12.71,0.92,0.00,0.7,-23.48,1548374,12,+4580,4300,9,2,3090,+5.12,2828,72677,+5590,+4310,3285,,+0.78,500,원,+5460,-2220,104,-0,0,+10.48,386,+4310,+220,웅진,016880,-3010,+4520
+12350,-4.45,20180430,-3585,+229.15,20170821,1277,0,1344.71,9.24,0.00,4.4,-93.42,1014105,12,+12350,12000,41,5,8400,-1.67,1121,55792,+15600,+12150,6583,,+4.96,500,원,+12350,-4655,-32,-0,0,+3.80,279,-11600,-200,유양디앤유,011690,-8400,-11800
+21050,-24.94,20180315,-8800,+79.55,20170420,10345,987,19.83,1.53,16.01,5.7,-51.17,233681,12,-16700,16900,43,5,10810,-6.51,629,6369,+21950,-16700,1006,,+7.53,1000,원,+21050,-11600,36,-0,0,+3.27,67,-15600,-1100,유유제약,000220,-11850,-15800
+270000,-15.19,20180410,-198000,+15.66,20171016,120611,14414,17.23,1.90,15.89,7.0,+173.95,59002,12,+236500,236000,1096,5,179360,-2.97,14622,12209,+306500,236000,27959,,+0.59,5000,원,+270000,-204000,887,-0,0,+23.88,610,-225500,-7000,유한양행,000100,-165500,-229000
+25000,-33.60,20171130,-12950,+28.19,20170811,12951,844,8.06,1.28,19.67,8.3,+203.20,19235,12,+16650,16500,273,2,11550,+0.61,4922,24800,+21450,16500,4117,,+0.79,500,원,+23500,-15350,404,-0,0,+6.94,148,-16300,+100,율촌화학,008730,-11550,+16600
+20350,-26.29,20170419,-13400,+11.94,20170926,14507,15624,275.65,1.03,0.96,0.5,+744.40,20605,12,+15100,15000,0,3,10800,0.00,411,10490,+19500,+15100,1574,,+0.65,1000,원,+16900,-14400,-18,-0,0,+2.38,105,-14700,0,일동홀딩스,000230,-10500,15000
+45100,-25.83,20170914,-16200,+106.48,20170424,7072,971,17.78,4.73,34.45,10.3,+172.78,360724,12,+33950,33550,422,5,24150,-0.30,4540,46000,+43600,+33950,15387,,+2.59,500,원,+41300,-31550,495,-0,0,+3.70,230,-32300,-100,일진머티리얼즈,020150,-23500,-33450
+74800,-20.19,20180402,-24150,+147.20,20170926,19446,3357,18.60,3.07,17.78,8.4,+238.70,102791,12,-60400,60600,420,5,44840,-1.49,2457,21929,+78700,-60100,13092,,+0.85,500,원,+74800,-46350,454,-0,0,+3.50,110,-57900,-900,잇츠한불,226320,-42500,-59700
+50100,-2.30,20180402,-30850,+58.67,20170419,10342,2036,7.86,4.73,24.04,25.8,+216.66,75928,12,+48950,47800,778,2,36320,+2.41,9964,26357,+62100,47800,12902,,+0.22,5000,원,+50100,-33650,1013,-0,0,+20.49,1318,-47650,+1150,제주항공,089590,-33500,+48950
+97700,-16.38,20170720,-68700,+18.92,20171018,69878,11798,1.36,1.17,6.92,16.6,+470.34,9769,12,+85000,77000,154,2,55440,+6.10,660,1258,+100000,+77500,1028,,+0.58,500,원,+88900,-73200,177,-0,0,+2.75,6,+77500,+4700,조선선재,120030,-53900,+81700
+3835,-22.16,20180202,-2770,+7.76,20180411,2726,103,13.10,1.10,28.98,4.8,+156.67,50410,12,+3025,3000,17,5,2160,-0.50,448,13000,+3900,+3020,388,,+0.68,500,원,+3835,-2770,18,-0,0,+2.24,65,-2925,-15,진양산업,003780,-2100,-2985
+11500,-36.43,20170525,-5650,+29.38,20171222,2040,0,,3.58,0.00,-65.6,-72.52,464357,12,-7640,7670,-237,5,5360,-4.69,272,21174,+9970,-7600,1548,,+0.08,1000,원,+8570,-5860,-249,-0,0,+11.57,212,-7180,-360,진원생명과학,011000,-5370,-7310
+1685,-28.19,20170607,-907,+33.41,20180326,1227,0,21.56,0.99,0.00,-13.2,-69.20,627434,6,+1240,1190,-42,2,800,+1.68,559,24000,+1545,-1180,290,,+0.59,500,원,+1530,-907,-25,-0,0,+2.17,120,-1160,+20,체시스,033250,-835,+1210
+1615,-40.25,20170512,-891,+8.31,20180413,0,0,19.39,0.00,0.00,4.2,-81.06,424945,12,+1000,991,25,5,670,-2.62,86,44213,+1285,-980,427,,+1.15,1000,원,+1130,-891,50,-0,0,+12.20,442,-965,-26,케이탑리츠,145270,-694,-965
+93100,-26.53,20180109,-61700,+10.86,20180410,70954,6098,9.23,0.96,11.22,6.5,-83.50,95409,12,+68400,67100,1227,2,49650,+1.94,46070,25660,+87200,+67200,17551,,+1.79,5000,원,+93100,-61700,1980,-0,0,+16.56,1283,-66700,+1300,코오롱인더,120110,-47000,+68400
+23700,-18.14,20170518,-12950,+49.81,20170925,7205,731,361.60,2.69,26.54,-4.6,+192.49,159829,12,+19450,19250,-55,2,13860,+0.78,2057,17640,+25000,+19300,3422,,+1.57,200,원,+22200,-15950,-19,-0,0,+1.28,35,-18500,+150,토니모리,214420,-13500,+19400
+6350,-6.14,20180403,-2460,+142.28,20170424,728,51,5.00,8.19,116.86,45.5,-99.51,916351,12,+6120,6030,371,5,4460,-1.16,6128,70959,+7830,-6000,4229,,+6.15,500,원,+6350,-3450,455,-0,0,+4.98,355,-5910,-70,티웨이홀딩스,004870,-4230,-5960
+6820,-19.35,20170911,-4620,+19.05,20180410,4754,184,10.76,1.16,29.89,5.8,+220.90,3508860,12,+5520,5350,1413,2,3950,+2.80,23362,534545,+6950,+5380,29400,,+0.98,1000,원,+6350,-4620,1950,-0,0,+7.69,5345,5350,+150,팬오션,028670,-3750,+5500
+25450,-11.39,20180129,-17550,+28.49,20171211,22093,977,10.59,1.02,23.08,6.6,+227.07,621940,12,+23800,23150,1668,5,17590,-2.59,225717,123375,+30050,+23450,27821,,+0.39,5000,원,+25450,-18050,4013,-0,0,+9.81,6169,-22350,-600,포스코대우,047050,-16250,-22550
+58900,-35.23,20171017,-36700,+3.95,20180409,43990,4912,5.84,0.87,7.77,11.9,+222.10,130046,12,+38400,37600,1507,2,27820,+1.46,29450,28024,+48850,-37400,10691,,+0.74,5000,원,+52900,-36700,2411,-0,0,+15.77,1401,-37400,+550,풍산,103140,-26350,+38150
+424000,-21.46,20170531,-328500,+1.37,20180308,74861,20956,12.15,4.45,15.89,24.6,-98.66,1467,12,+334500,332500,242,2,252700,+0.15,2105,1300,+432000,+333000,4329,,+0.06,5000,원,+386500,-328500,300,-0,0,+64.91,70,332500,+500,한국쉘석유,002960,-233000,+333000
+1135,-20.44,20170901,-703,+28.45,20170814,2516,0,2.88,0.36,0.00,3.7,+114.18,95006,12,+916,910,50,5,630,-0.77,2574,46803,+1180,+916,423,,+0.43,500,원,+924,-783,62,-0,0,+2.25,234,-882,-7,한국전자홀딩스,006200,-637,-903
+48000,-20.21,20170704,-33500,+14.33,20180219,83491,5056,-0.01,0.46,7.58,-5.8,0.00,0,12,0,38300,-434,3,28340,0.00,7389,9210,+49750,0,3527,,+0.36,5000,원,+42450,-33500,461,-0,0,+20.74,461,0,0,한국철강,104700,-26850,38300
