250최고,250최고가대비율,250최고가일,250최저,250최저가대비율,250최저가일,BPS,EPS,EV,PBR,PER,ROE,거래대비,거래량,결산월,고가,기준가,당기순이익,대비기호,대용가,등락율,매출액,상장주식,상한가,시가,시가총액,시가총액비중,신용비율,액면가,액면가단위,연중최고,연중최저,영업이익,예상체결가,예상체결수량,외인소진률,자본금,저가,전일대비,종목명,종목코드,하한가,현재가
+412000,-31.43,20170601,-280500,+0.71,20180405,468849,27784,13.11,0.60,10.17,1.6,+108.15,345,12,+283000,282000,62,2,203040,+0.18,1958,625,+366500,+283000,1765,,+0.02,5000,원,+308500,-280500,172,-0,0,+1.49,31,-281500,+500,BYC,001460,-197500,+282500
+88600,-16.14,20170424,-59200,+25.51,20170817,17654,583,9.69,4.21,127.44,-0.4,-99.81,162635,12,+75400,74700,100,5,55270,-0.54,17144,21161,+97100,+75300,15723,,+0.99,500,원,+80100,-64600,862,-0,0,+18.41,106,-72800,-400,CJ CGV,079160,-52300,-74300
+84500,-25.56,20170801,-58700,+7.16,20180413,58894,8273,,1.07,7.60,15.0,+145.10,198039,12,+63500,61900,6692,2,48280,+1.62,135717,70800,+80400,+62100,44533,,+0.08,500,원,+75500,-58700,8679,-0,0,+48.36,354,+62000,+1000,DB손해보험,005830,-43400,+62900
+13350,-10.11,20180205,-9200,+30.43,20171113,21773,1702,,0.55,7.05,8.0,-94.54,613087,12,+12300,12050,3163,5,9150,-0.41,18239,169146,+15650,12050,20297,,+0.12,5000,원,+13350,-10400,4092,-0,0,+63.46,8457,-11900,-50,DGB금융지주,139130,-8450,-12000
+12100,-45.45,20170419,-4125,+60.00,20170926,8780,603,10.27,0.75,10.95,3.9,+882.08,1654587,12,+6950,6230,50,2,4360,+5.94,1775,14400,+8090,6230,950,,+7.15,500,원,+6950,-4725,25,-0,0,+3.03,72,-6110,+370,DSR제강,069730,-4370,+6600
+69200,-11.56,20180112,-48500,+26.19,20170428,74138,5588,,0.83,10.95,10.2,-59.50,596697,12,+61400,59900,33435,2,46720,+2.17,113825,418112,+77800,+60300,255884,,+0.06,5000,원,+69200,-56100,40153,-0,0,+69.85,20906,+60200,+1300,KB금융,105560,-42000,+61200
+7600,-27.37,20170523,-4850,+13.81,20171017,7044,211,3.94,0.78,26.16,3.2,+224.51,71773,12,+5550,5540,94,5,3980,-0.36,3524,22435,+7200,+5550,1238,,+1.91,500,원,+6150,-5070,198,-0,0,+3.44,112,-5440,-20,KC그린홀딩스,009440,-3880,-5520
+82300,-13.61,20171030,-62200,+14.31,20170420,202798,14995,-3.24,0.35,4.74,1.7,0.00,0,12,0,71100,-72,3,51190,0.00,12213,3695,+92400,0,2627,,+0.41,5000,원,+76000,-63100,974,-0,0,+8.08,185,0,0,KISCO홀딩스,001940,-49800,71100
+7830,-9.71,20180319,-6030,+17.25,20180110,4009,436,8.79,1.76,16.22,10.7,+549.24,131284,12,+7240,7160,143,5,5290,-1.26,4037,30625,+9300,7160,2165,,+0.64,500,원,+7830,-6030,198,-0,0,+3.51,153,-7000,-90,LS전선아시아,229640,-5020,-7070
+8310,-20.10,20170607,-5890,+12.73,20171116,8617,1129,21.67,0.77,5.88,10.4,+121.86,17651,12,+6670,6630,43,2,4500,+0.15,520,7379,+8610,-6610,490,,+0.76,500,원,+6930,-5950,81,-0,0,+2.31,46,-6590,+10,MH에탄올,023150,-4650,+6640
+18400,-28.53,20170607,-12500,+5.20,20180425,36293,169,-3.04,0.36,77.81,1.1,-58.70,11545,12,+13150,13000,259,2,9620,+1.15,15082,16304,+16900,-12950,2144,,+0.09,500,원,+15950,-12500,606,-0,0,+11.17,84,-12850,+150,S&T홀딩스,036530,-9100,+13150
+288000,-20.66,20170802,-221000,+3.39,20180418,197799,23497,5.00,1.16,9.72,15.4,-75.46,143557,12,+228500,226500,26576,2,176670,+0.88,175200,80746,+294000,+228000,184504,,+0.11,500,원,+281500,-221000,15366,-0,0,+83.15,446,-225500,+2000,SK텔레콤,017670,-159000,+228500
+55300,-90.56,20170419,-4290,+21.68,20171221,0,0,4.34,0.00,0.00,-315.8,+137.23,315097,12,-5280,5290,7355,5,0,-1.32,2524,24837,+6870,-5230,1296,,0.00,2500,원,+7250,-4600,302,-0,0,+0.48,621,-5130,-70,STX중공업,071970,-3710,-5220
+5750,-15.74,20170601,-3950,+22.66,20180404,5183,499,6.80,0.93,9.71,4.8,+392.50,607886,12,+4915,4525,91,2,3250,+7.07,3399,32600,+5880,+4555,1579,,+3.12,500,원,+5100,-3950,113,-0,0,+6.06,163,+4555,+320,계양전기,012200,-3170,+4845
+3965,-29.63,20180309,-950,+193.68,20170420,1842,0,,1.51,0.00,-3.3,+106.06,202863,12,+2840,2815,-42,5,1800,-0.89,190,50694,+3655,2815,1414,,+1.43,1000,원,+3965,-1380,-61,-0,0,+5.04,520,-2775,-25,골든브릿지증권,001290,-1975,-2790
+17350,-2.88,20171222,-12100,+39.26,20170419,27282,1647,,0.62,10.23,8.0,-57.14,687651,12,+17100,16750,15085,2,13060,+0.60,80760,559979,+21750,+16900,94356,,+0.10,5000,원,+17250,-14600,20283,-0,0,+23.53,27999,+16800,+100,기업은행,024110,-11750,+16850
+5720,-27.27,20170605,-3805,+9.33,20170926,5548,207,197.97,0.75,20.10,-11.4,+244.65,136182,12,+4350,4210,-222,5,2940,-1.19,6599,37241,+5470,+4225,1549,,+1.18,5000,원,+4550,-4000,-253,-0,0,+2.27,1862,-4100,-50,깨끗한나라,004540,-2950,-4160
+38500,-22.21,20180423,-5900,+407.63,20171226,4150,0,121.21,7.22,0.00,4.1,+181.00,1790641,12,+32150,26050,17,2,16670,+14.97,1156,9826,+33850,+27500,2943,,0.00,5000,원,+38500,-5970,18,-0,0,+0.23,491,+27300,+3900,남광토건,001260,-18250,+29950
+20250,-9.88,20180419,-8440,+116.23,20171123,8004,302,19.01,2.28,60.43,6.6,+181.47,2902366,12,+19250,16450,267,2,12170,+10.94,11224,49679,+21350,+17400,9066,,+2.27,1000,원,+20250,-9990,281,-0,0,+4.42,497,+16850,+1800,남해화학,025860,-11550,+18250
+11700,-6.84,20180430,-5920,+84.12,20180116,6767,866,7.89,1.61,12.59,16.6,+1222.42,3696399,12,+11700,9000,186,2,6480,+21.11,2232,15400,+11700,+9700,1679,,+4.59,500,원,+11700,-5920,211,-0,0,+0.85,80,+9620,+1900,다스코,058730,-6300,+10900
+13450,-24.54,20170425,-9760,+4.00,20180328,33074,0,,0.31,0.00,-4.7,-81.72,2101,12,10150,10150,-156,3,7300,0.00,947,10822,+13150,10150,1098,,+0.07,5000,원,+12600,-9760,-131,-0,0,+6.89,541,-10000,0,대구백화점,006370,-7150,10150
+17900,-23.18,20180123,-11300,+21.68,20170419,20490,1027,,0.67,13.39,6.4,+130.95,204062,12,+13850,13700,1159,2,10410,+0.36,4686,50773,+17800,+13800,6981,,+0.61,5000,원,+17900,-12550,1330,-0,0,+26.31,2549,-13650,+50,대신증권,003540,-9600,+13750
+8320,-23.68,20170802,-4790,+32.57,20180212,4888,0,7.49,1.30,0.00,12.1,+287.15,9798465,12,+6600,5950,2579,2,4400,+6.72,117668,415623,+7730,+6100,26392,,+1.63,5000,원,+6600,-4790,4290,-0,0,+11.33,20781,+6060,+400,대우건설,047040,-4170,+6350
+194500,-3.34,20170609,-162000,+16.05,20180108,391655,16283,3.02,0.48,11.55,7.4,+117.30,3981,12,+189500,182500,510,2,135050,+3.01,8108,1690,+237000,182500,3177,,+0.11,5000,원,+189500,-162000,362,-0,0,+12.82,85,-182000,+5500,대한제분,001130,-128000,+188000
+39500,-13.54,20180129,-29150,+17.15,20171018,22384,0,6.36,1.53,0.00,29.4,-96.26,535569,12,+34400,33900,8019,2,25760,+0.74,120922,94845,+44050,-33800,32389,,+0.83,5000,원,+39500,-30100,9398,-0,0,+34.31,4742,-33600,+250,대한항공,003490,-23750,+34150
+39150,-26.69,20170718,-21250,+35.06,20171222,24834,1220,11.18,1.16,23.52,20.0,+151.38,198052,12,+29200,28400,1092,2,20440,+1.06,15607,24427,+36900,-27900,7010,,+1.63,5000,원,+34900,-22750,1009,-0,0,+6.63,1221,-27850,+300,대한해운,005880,-19900,+28700
+5090,0.00,20180430,-1105,+360.63,20171221,819,0,32.03,6.21,0.00,19.8,-42.34,10527237,12,+5090,3920,49,1,2740,+29.85,1263,27135,+5090,+4655,1381,,+1.01,500,원,+5090,-1110,17,-0,0,+0.92,136,+4655,+1170,대호에이엘,069460,-2745,+5090
+2335,-35.76,20170825,-1310,+14.50,20170717,1723,0,4.14,0.87,0.00,1.3,+206.12,139634,12,+1515,1505,13,5,960,-0.33,10465,32565,+1955,1505,488,,+1.43,500,원,+1750,-1400,44,-0,0,+2.22,163,-1450,-5,덕양산업,024900,-1055,-1500
+86400,-8.91,20180306,-34950,+125.18,20170518,6234,3256,19.86,12.62,24.17,26.1,+413.93,51505,12,+78800,78300,303,2,59500,+0.51,1506,11069,+101500,+78700,8711,,+0.98,500,원,+86400,-60900,411,-0,0,+20.25,62,-76000,+400,덴티움,145720,-54900,+78700
+14500,-14.83,20170619,-12150,+1.65,20180108,12674,2014,4.23,0.97,6.13,8.6,-18.91,2498,12,12350,12350,141,3,8890,0.00,1336,11700,+16050,12350,1445,,+0.08,500,원,+12700,-12150,166,-0,0,+1.46,60,-12250,0,디씨엠,024090,-8650,12350
+31700,-25.55,20171205,-12750,+85.10,20170817,12211,867,16.21,1.93,27.22,5.3,-72.79,87292,12,+23600,23250,349,2,17200,+1.51,4174,55000,+30200,+23300,12980,,+0.67,500,원,+29300,-22000,516,-0,0,+73.34,275,-23150,+350,락앤락,115390,-16300,+23600
+226000,-71.19,20170421,-58100,+12.05,20171030,48758,1393,170.32,1.34,46.73,11.0,-67.63,88878,12,+65100,64800,4953,2,47950,+0.46,23760,113636,+84200,+64900,73977,,+0.21,200,원,+73200,-59700,102,-0,0,+12.92,227,-64000,+300,롯데지주,004990,-45400,+65100
+475000,-12.84,20180302,-322500,+28.37,20170620,273173,54488,3.73,1.52,7.60,21.5,-76.94,56218,12,+415000,404500,22846,2,315510,+2.35,158745,34275,+525000,-403000,141900,,+0.12,5000,원,+475000,-348000,29297,-0,0,+33.23,1714,-403000,+9500,롯데케미칼,011170,-283500,+414000
+949,-12.64,20170602,-593,+39.80,20170927,751,9,12.93,1.10,92.11,-12.5,-96.72,1551793,12,+833,807,-103,2,580,+2.73,2546,116725,+1045,807,968,,+0.57,500,원,+850,-632,69,-0,0,+1.74,584,-793,+22,마니커,027740,-565,+829
+5590,-25.49,20180129,-3670,+13.49,20170420,3782,560,,1.10,7.44,13.8,-59.60,1673910,12,+4220,4175,3552,5,3250,-0.24,8484,605641,+5420,+4205,25225,,+0.84,1000,원,+5590,-3925,4436,-0,0,+8.56,6056,-4130,-10,메리츠종금증권,008560,-2925,-4165
+12550,-17.93,20170629,-8760,+17.58,20170911,11870,955,2.20,0.87,10.79,3.2,+134.33,47922,12,10400,10400,127,5,7480,-0.96,2115,33000,+13500,-10350,3399,,+0.45,500,원,+11650,-8920,128,-0,0,+16.07,165,-10050,-100,모토닉,009680,-7300,-10300
+6900,-66.16,20170420,-910,+156.59,20170922,715,51,49.37,3.27,45.78,2.9,+102.37,2961201,12,2455,2455,12,5,1520,-4.89,335,59900,+3190,2455,1399,,+1.30,200,원,+3360,-1075,13,-0,0,+1.63,120,-2300,-120,보락,002760,-1720,-2335
+64500,-81.24,20180411,-11700,+3.42,20180430,4435,132,33.83,2.73,91.67,25.5,0.00,401080,12,+12450,12050,565,2,8910,+0.41,4227,44200,+15650,+12100,5348,,+2.02,500,원,+64500,-11700,10,-0,0,+6.14,221,-11700,+50,보령제약,003850,-8450,+12100
+13100,-18.32,20170602,-9890,+8.19,20180327,18701,165,60.52,0.57,64.85,10.0,+143.12,8441,12,+10800,10750,141,5,7520,-0.47,6534,7160,+13950,10750,766,,+0.87,5000,원,+12150,-9890,-16,-0,0,+1.60,358,-10500,-50,사조해표,079660,-7550,-10700
+56200,-21.62,20170508,-40100,+9.85,20180108,83299,7618,1.18,0.53,5.78,9.6,-86.80,4900,12,+45150,44950,249,5,32360,-2.00,1706,3000,+58400,+45150,1322,,+0.57,5000,원,+47400,-40100,302,-0,0,+5.39,150,-43850,-900,삼양통상,002170,-31500,-44050
+49850,-24.77,20170502,-35800,+4.75,20180416,71120,7729,0.14,0.53,4.85,5.8,+248.38,1689,12,+38950,38800,104,5,27160,-3.35,1434,2500,+50400,38800,937,,0.00,5000,원,+43450,-35800,77,-0,0,+3.28,125,-36350,-1300,삼정펄프,009770,-27200,-37500
+7830,-12.01,20180423,-3720,+85.22,20170926,5898,674,3.91,1.17,10.22,13.8,+375.00,2511020,12,+7290,6120,214,2,4400,+12.58,2657,25000,+7950,+6600,1723,,+3.34,500,원,+7830,-3985,242,-0,0,+17.00,125,+6490,+770,삼호개발,010960,-4290,+6890
+9740,-48.15,20180126,-1385,+264.62,20171011,1308,0,29.43,3.86,0.00,-54.2,+303.69,200226,12,-5300,5310,-32,5,3180,-4.90,442,10458,+6900,-5300,528,,0.00,1000,원,+9740,-4745,-13,-0,0,+5.32,105,-5000,-260,삼화전자,011230,-3720,-5050
+8900,-20.11,20171116,-6480,+9.72,20170515,7053,1005,4.99,1.01,7.07,14.5,-25.96,7531,12,-7120,7130,241,5,4990,-0.28,3845,21471,+9260,-7100,1527,,+0.08,500,원,+8220,-7020,359,-0,0,+3.36,107,-7050,-20,상신브레이크,041650,-5000,-7110
+22350,-27.96,20170531,-14000,+15.00,20171122,10448,1770,8.37,1.54,9.10,21.0,-61.27,76837,12,+16700,16550,556,5,11250,-2.72,8167,23780,+21500,+16700,3829,,+1.04,500,원,+17700,-14000,547,-0,0,+12.69,119,-15950,-450,선진,136490,-11600,-16100
+24100,-19.71,20170807,-17900,+8.10,20180416,34505,2802,4.66,0.56,6.91,7.8,+252.25,16676,12,+19400,18400,237,2,12880,+5.16,7299,8570,+23900,+18650,1658,,+0.02,5000,원,+21000,-17900,351,-0,0,+2.17,429,18400,+950,세아특수강,019440,-12900,+19350
+174500,-21.20,20170821,-126000,+9.13,20180411,429622,22519,3.72,0.32,6.11,7.5,+207.37,929,12,+141000,137500,2111,3,101750,0.00,47944,4000,+178500,-136500,5500,,0.00,5000,원,+163000,-126000,2746,-0,0,+1.19,200,-136500,0,세아홀딩스,058650,-96500,137500
+9900,-20.30,20180129,-6490,+21.57,20170911,19802,736,6.90,0.40,10.72,-1.9,+254.47,95741,12,+7900,7840,-76,2,5640,+0.64,10359,20054,+10150,-7790,1582,,+1.77,500,원,+9900,-7170,-67,-0,0,+4.51,100,-7670,+50,세종공업,033530,-5490,+7890
+7060,-57.65,20170510,-1950,+53.33,20171227,5441,0,,0.55,0.00,-13.8,0.00,0,12,0,2990,-188,3,0,0.00,1663,29402,+3885,0,879,,+2.12,500,원,+6490,-2040,-178,-0,0,+2.29,147,0,0,세화아이엠씨,145210,-2095,2990
+144000,-6.94,20180418,-55400,+141.88,20171010,66769,2432,20.59,2.01,55.10,5.0,+139.23,27512,12,+135000,129500,241,2,95830,+3.47,11025,7140,+168000,-128500,9568,,+0.41,5000,원,+144000,-70800,254,-0,0,+4.61,357,-128000,+4500,신세계인터내셔날,031430,-91000,+134000
+14700,-92.07,20170419,-769,+51.50,20180117,1184,48,5.97,0.98,24.27,2.2,+109.06,186368,12,+1210,1170,8,5,770,-0.43,1443,34959,+1520,1170,407,,+0.10,500,원,+1300,-769,-21,-0,0,+1.32,175,-1155,-5,신풍제지,002870,-820,-1165
+28350,-17.28,20180201,-16350,+43.43,20180117,32387,474,,0.72,49.47,-5.5,-87.01,5795,12,+23600,22750,-21,2,15920,+3.08,613,1215,+29550,-22700,285,,+0.85,5000,원,+28350,-16350,-18,-0,0,0.00,61,-22500,+700,신화실업,001770,-15950,+23450
+11700,-9.83,20171109,-10100,+4.46,20170926,8815,121,17.19,1.20,87.19,3.7,+495.83,4522,12,-10750,10800,32,5,7770,-2.31,1211,9600,+14000,-10600,1013,,+0.05,500,원,+11700,-10350,40,-0,0,+0.03,67,-10500,-250,신흥,004080,-7600,-10550
+39550,-15.80,20180220,-19300,+72.54,20170419,17265,0,11.12,1.93,0.00,13.0,-57.72,20305,12,+33650,32850,390,2,23650,+1.37,3122,17286,+42700,+32900,5756,,+1.28,500,원,+39550,-26200,354,-0,0,+15.92,86,-32550,+450,씨에스윈드,112610,-23000,+33300
+3255,-34.25,20171122,-1740,+22.99,20170502,1533,31,3.85,1.40,69.03,1.1,+163.07,1106699,12,+2215,2195,26,5,1620,-2.51,1268,146236,+2850,+2200,3129,,+2.87,500,원,+3040,-2115,153,-0,0,+4.51,731,-2120,-55,IHQ,003560,-1540,-2140
+107500,-8.74,20171228,-85300,+15.01,20170925,28947,4157,9.56,3.39,23.60,12.4,-73.58,26785,12,+98300,96500,1433,2,75270,+1.66,19423,37999,+125000,+96800,37277,,+0.02,500,원,+107500,-91300,2026,-0,0,+55.96,190,-96300,+1600,에스원,012750,-67600,+98100
+5630,-19.45,20170421,-4270,+6.21,20180409,8884,418,-0.66,0.51,10.85,11.0,+182.45,8380,12,+4550,4520,193,2,3250,+0.33,1698,14934,+5870,+4545,677,,+0.03,500,원,+4770,-4270,104,-0,0,+10.55,75,-4410,+15,SJM홀딩스,025530,-3165,+4535
+6150,-17.72,20170512,-4140,+22.22,20180126,0,0,,0.00,0.00,-3.6,+164.39,14820,12,+5100,5000,-9,2,0,+1.20,5,3676,+6500,+5030,186,,0.00,5000,원,+5100,-4140,-12,-0,0,+0.02,184,-4970,+60,에이리츠,140910,-3500,+5060
+900000,-11.78,20170609,-680000,+16.76,20180214,299198,40839,12.97,2.65,19.44,12.3,+172.67,4334,12,+795000,771000,1324,2,601380,+2.98,21262,3440,+1002000,+780000,27314,,+0.06,5000,원,+811000,-680000,1461,-0,0,+17.32,172,771000,+23000,오뚜기,007310,-540000,+794000
+7600,-15.53,20170830,-4655,+37.92,20171227,6129,0,,1.05,0.00,-14.1,+159.88,1828948,12,+7010,6140,-155,2,4420,+4.56,983,17360,+7980,+6280,1115,,+3.67,500,원,+7230,-4700,-28,-0,0,+1.44,87,-6040,+280,우진,105840,-4300,+6420
+15800,-56.01,20170713,-6670,+4.20,20180404,7991,1480,13.27,0.87,4.70,0.9,+1375.99,15012,12,-6980,6990,7,5,4470,-0.57,2296,10000,+9080,-6980,695,,+0.47,500,원,+9190,-6670,62,-0,0,+2.59,50,-6850,-40,우진플라임,049800,-4900,-6950
+2140,-10.98,20180426,-1200,+58.75,20180115,558,36,28.58,3.41,52.92,18.5,-89.81,1312946,12,2050,2050,59,5,1470,-7.07,661,50980,+2665,2050,971,,+1.56,500,원,+2140,-1200,36,-0,0,+0.48,255,-1885,-145,유니켐,011330,-1435,-1905
+4540,-16.96,20180129,-2700,+39.63,20170419,6859,475,,0.55,7.94,8.2,-99.88,479463,12,+3840,3745,561,2,2770,+0.67,2407,96866,+4865,+3765,3652,,+3.34,5000,원,+4540,-3295,714,-0,0,+7.96,5376,-3690,+25,유진투자증권,001200,-2625,+3770
+78900,-15.84,20171127,-59300,+11.97,20180307,32728,3267,5.86,2.03,20.32,9.3,+119.41,33549,12,+67000,66600,757,5,50610,-0.30,11387,20000,+86500,+66700,13280,,+0.03,500,원,+74400,-59300,967,-0,0,+33.37,100,-64400,-200,이노션,214320,-46700,-66400
+323500,-16.54,20180226,-203000,+33.00,20170928,276088,13502,10.35,0.98,20.00,7.7,+102.27,53984,12,+272500,264500,6279,2,206310,+2.08,158767,27876,+343500,+267000,75265,,+0.09,5000,원,+323500,-254000,5669,-0,0,+49.32,1394,+266000,+5500,이마트,139480,-185500,+270000
+5490,-24.86,20170905,-3510,+17.52,20180326,4789,93,18.09,0.86,44.35,-7.6,+115.57,243576,12,+4200,4195,-149,5,3100,-1.67,5313,41268,+5450,-4190,1702,,+3.13,1000,원,+4560,-3510,-80,-0,0,+3.70,413,-4025,-70,이수페타시스,007660,-2940,-4125
+8500,-14.24,20170919,-4830,+50.93,20170420,13004,700,7.68,0.56,10.41,-0.0,+340.79,469981,12,+7530,6980,-9,2,4460,+4.44,5409,15160,+9070,+7000,1105,,+5.35,500,원,+8380,-5730,50,-0,0,+15.46,76,+7000,+310,인지컨트롤스,023800,-4890,+7290
+4385,-14.94,20180306,-2920,+27.74,20171016,6628,280,11.44,0.56,13.32,2.9,+253.21,319841,12,+3755,3635,59,2,2610,+2.61,5020,29748,+4725,3635,1110,,+1.29,500,원,+4385,-2990,149,-0,0,+1.86,149,-3620,+95,인터지스,129260,-2545,+3730
+123500,-14.98,20170803,-102500,+2.44,20180426,282207,8484,4.16,0.37,12.38,2.3,+397.13,2907,12,105000,105000,170,3,77700,0.00,4925,2400,+136500,-104500,2520,,+0.07,5000,원,+116000,-102500,145,-0,0,+6.77,120,-103500,0,일신방직,003200,-73500,105000
+29650,-32.55,20170420,-19450,+2.83,20180417,49084,2640,,0.41,7.58,-10.4,+119.13,355,12,-20100,20300,-57,5,14210,-1.48,491,1200,+26350,-20100,240,,0.00,5000,원,+24800,-19450,-64,-0,0,+3.89,60,-19950,-300,일정실업,008500,-14250,-20000
+12400,-56.37,20170908,-5200,+4.04,20180430,2254,0,5.55,2.40,0.00,24.0,+278.48,245434,12,+5710,5670,176,5,3960,-4.59,2513,28314,+7370,+5690,1532,,+1.36,500,원,+8560,-5200,197,-0,0,+4.67,142,-5200,-260,일진디스플,020760,-3970,-5410
+22350,-14.54,20180131,-17650,+8.22,20180302,6632,871,9.51,2.88,21.93,15.8,-47.50,241425,12,+19300,19200,1284,5,14970,-0.52,33750,115041,+24950,+19250,21973,,+0.31,200,원,+22350,-17650,1565,-0,0,+31.58,230,-18900,-100,제일기획,030000,-13450,-19100
+11700,-26.50,20171026,-8450,+1.78,20180326,8817,922,0.26,0.98,9.33,9.3,-54.75,9128,12,-8680,8700,141,5,6090,-1.15,5013,16567,+11300,-8680,1425,,+0.15,1000,원,+10350,-8450,197,-0,0,+31.73,176,-8580,-100,지투알,035000,-6090,-8600
+126500,-22.69,20171127,-96900,+0.93,20180308,51319,9759,6.86,1.91,10.02,15.7,-87.68,162026,12,+98500,98200,11642,5,78560,-0.41,46672,137292,+127500,+98400,134272,,+0.07,5000,원,+115500,-96900,14261,-0,0,+53.54,9550,-97600,-400,KT&G,033780,-68800,-97800
+22600,-25.66,20170721,-15500,+8.39,20180409,13964,2110,3.83,1.20,7.96,15.0,+190.76,25543,12,+16950,16750,448,2,12390,+0.30,4721,20000,+21750,16750,3360,,+0.29,5000,원,+18250,-15500,525,-0,0,+14.44,1000,-16600,+50,코리아오토글라스,152330,-11750,+16800
+45050,-4.66,20180430,-23700,+81.22,20170809,30219,1607,28.21,1.42,26.73,1.3,-70.33,72253,12,+45050,43200,58,5,30240,-0.58,2983,9604,+56100,+43950,4125,,+0.84,500,원,+45050,-30650,101,-0,0,+7.60,48,-42000,-250,코스맥스비티아이,044820,-30250,-42950
+35500,-41.27,20180108,-5090,+309.63,20170427,5561,0,14.46,3.75,0.00,23.9,+302.98,672787,12,-22200,22450,273,5,14360,-7.13,4316,15462,+29150,-22050,3224,,+2.63,5000,원,+35500,-20200,207,-0,0,+1.91,773,-20200,-1600,코스모화학,005420,-15750,-20850
+1555,-60.64,20170705,-547,+11.88,20180326,522,0,,1.17,0.00,-62.5,+159.40,1781640,12,+622,609,-390,2,410,+0.49,359,162302,+791,-605,993,,+0.03,500,원,+800,-547,-43,-0,0,+1.35,812,-595,+3,키위미디어그룹,012170,-427,+612
+4675,-28.66,20170608,-3035,+9.88,20180326,2558,0,11.11,1.30,0.00,7.9,+223.80,204367,12,+3450,3250,99,2,2340,+2.62,9222,49912,+4225,+3280,1665,,+0.30,500,원,+3670,-3035,237,-0,0,+1.66,250,-3245,+85,태평양물산,007980,-2275,+3335
+44800,-39.51,20170703,-24800,+9.27,20180309,34051,5186,5.84,0.80,5.23,8.6,+190.23,31585,12,+27300,25800,175,2,17540,+5.04,9121,6000,+33500,+26250,1626,,+0.16,5000,원,+32350,-24800,244,-0,0,+5.55,300,+26250,+1300,포스코강판,058430,-18100,+27100
+27850,-49.01,20180118,-1720,+725.58,20170926,674,0,,21.07,0.00,-18.1,+132.31,342028,12,+14900,14850,-30,5,9200,-4.38,296,31469,+19300,-14650,4469,,+0.17,500,원,+27850,-9480,-51,-0,0,+0.06,157,-13950,-650,폴루스바이오팜,007630,-10400,-14200
+63400,-28.47,20180103,-40000,+13.38,20170419,88992,5702,1.22,0.51,7.95,7.5,-92.20,5412,12,+45600,44900,224,2,31430,+1.00,4854,3166,+58300,+45400,1436,,+0.67,5000,원,+63400,-42800,270,-0,0,+5.76,158,-44850,+450,한국공항,005430,-31450,+45350
+26900,-5.20,20180427,-14000,+82.14,20180117,56026,0,26.70,0.46,0.00,-2.4,-51.96,27089,12,+26850,26800,-53,5,18760,-4.85,2444,4000,+34800,26800,1020,,+0.64,5000,원,+26900,-14000,-69,-0,0,+4.60,200,-25200,-1300,수출포장,002200,-18800,-25500
+14500,-2.07,20180425,-8560,+65.89,20170926,10868,1135,8.38,1.31,12.51,10.3,+401.08,991480,3,+14500,12400,249,2,8920,+14.52,3873,22801,+16100,+12650,3238,,+1.75,500,원,+14500,-8910,253,-0,0,+1.83,120,+12650,+1800,한국주철관,000970,-8700,+14200
+23400,-22.65,20170519,-10700,+69.16,20170926,3466,910,22.61,5.22,19.89,7.0,+263.20,398229,12,+18150,17500,40,2,12600,+3.43,1513,16068,+22750,-17350,2908,,+5.00,500,원,+20550,-14250,76,-0,0,+0.46,80,-17050,+600,한국화장품,123690,-12250,+18100
+235000,-50.43,20170420,-114000,+2.19,20180427,23007,7054,17.08,5.06,16.52,18.3,-65.41,110822,12,+117500,115000,959,2,87400,+1.30,20625,23534,+149500,115000,27417,,+0.19,1000,원,+183000,-114000,1405,-0,0,+30.91,235,-114000,+1500,한샘,009240,-80500,+116500
+12650,-12.65,20171206,-7890,+40.05,20170926,6623,389,5.43,1.67,28.41,11.5,-45.06,95202,12,+11550,11450,604,5,7780,-3.49,24623,40000,+14850,11450,4420,,+0.54,500,원,+11750,-7920,784,-0,0,+3.77,200,-10950,-400,한세예스24홀딩스,016450,-8050,-11050
+26400,-11.74,20180129,-14900,+56.38,20171020,25846,2652,2.47,0.90,8.79,23.6,+484.27,346784,12,+23750,21500,725,2,15480,+8.37,19843,11559,+27950,+21700,2693,,+1.54,5000,원,+26400,-19050,1333,-0,0,+6.28,578,+21650,+1800,한신공영,004960,-15050,+23300
+53700,-55.12,20170427,-23950,+0.63,20180430,44025,6498,10.24,0.55,3.71,-2.1,+297.37,1121364,12,-25800,26100,-477,5,19310,-7.66,42155,52600,+33900,-25750,12677,,+1.65,5000,원,+37200,-23950,829,-0,0,+12.82,2657,-23950,-2000,한화에어로스페이스,012450,-18300,-24100
+33300,-27.18,20171214,-21200,+14.39,20170915,16071,1969,7.31,1.51,12.32,10.7,+130.77,147044,12,+24600,24500,370,5,17640,-1.02,8884,20535,+31850,+24550,4980,,+0.85,1000,원,+32400,-22400,493,-0,0,+7.04,205,-23900,-250,현대리바트,079430,-17150,-24250
+52800,-12.12,20170525,-32550,+42.55,20170925,34781,4168,4.85,1.33,11.13,14.4,0.00,0,12,0,46400,4137,3,35260,0.00,53587,75384,+60300,0,34978,,+0.44,5000,원,+48000,-36250,6461,-0,0,+38.14,3769,0,0,현대산업,012630,-32500,46400
+9190,-33.62,20180213,-3365,+81.28,20171031,3477,51,47.71,1.75,119.61,1.5,+267.66,915685,11,-6480,6490,15,5,4150,-6.01,1305,32000,+8430,-6430,1952,,+7.57,500,원,+9190,-3795,20,-0,0,+2.39,160,-5980,-390,현대약품,004310,-4550,-6100
